o:resource_template,o:resource_class,dcterms:title,edm:hasView,edm:isShownBy,bibo:pageStart,content,dcterms:identifier,dcterms:isPartOf,first_hpos,first_vpos,first_width,first_height,last_hpos,last_vpos,last_width,last_height,cv,IIIF_id,language,status,pid
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0201,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0201.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=200&xywh=-1391%2C0%2C10494%2C4670,201,"geraeden van dien int geheel van ue te nemen net egael gebonden,
& dat ul: de mijne bij hebbende eerste deelen wel sal obernemen,
& als ick ue twee pittolen soude opleggen, dat ue sult wel doen
soude, use heeft de eerste deelen bij mj gesien, die seer wel, gnoch
als mun gebonden sijn, sijnde de selve van het groot formaet
& die ue oude senden, moeten oock van het groot formaet syn
tot us naeright.
den grancey wordt ul oock gerecomandeert als bij mijnen booigen,
& oft ul den cattilla tot mechelen gekoght hadde ue sosde den
selven met de vors. soecken connen senden. als dien beter saide
sijn als den mijnen met de inscriptien gelijck ue mij geleyt 
hebt versoecke een lettersten tot antwoortt om mij naer te
reguleren & in afwaghtinge blijve Ady 6 xber 1738
London JAhn Edwards
us my seer aengename Van 5 juncy laest & 7 pass op huin tydt wel ontfanghe 
bij den eersten mijne iek courant waet bij p saldo aen ue: was somende £5:18
welcke naer gedane examicatie, & wel bevonden, alsoo hebbe gesloten qul op
nuus re. gecrediteert voor de voors £5:- met den laetten advies dat ul
voor mij geincassent hadde ienten & dividenten op mijne esfaten vervallen
te weeten, 2 t van mijne £1000 niuwe vre amddoys 24 iday laest £20:-
1½ bl van mijne £234:2:6 &vee actien ver: 24 d.. „ 3:10:3
2j van mijne £2000:- banchaetien ver° 29 sep laest a 55:
2 pt van mijn £931:13:4 oude  vee acois: 290 ... „ 18:12:8
twelck alles sonform hebbe bevonden, & ul rek voor de selve alsoo gedebiteert,
in tegendeel bevinde daer benevens us: remise van £90:- a 1 ½ uso
a 36 p op marie anne van outrge tot brugge in antwerpen te betalen
aen mijn ordre, waer vooren het noodigh sal besorgen, & ul iockbij
tijde, rediteren
Mijn heer alsoo door de jaeren mij het gesight wat comt te onboeken, dat
de hulp middelen moete gebruycken, soo wenschte wel, ue de goetheydt 
hadde san voor mij te willen coopen twee engelsche brillen van de
alder beste, dier in engelandt gemaeckt worden, eenen van het derden
& eenen van het vierde gesight sijnde tusschen de 50 & 60 jaeren met
eene moye cassie, & de selve te versenden p bylander op brugge
met adves by mejouff: de wed: lauven ce van ventergen, gelieft te
noteren, met perruessie dat mijne nees niet al te dick lis soo
eenen gemenen slagh, tot de weyde van de brillen, et cuseert dese
mijn libertijdt, & waer inne us 1 oock eenigen aengenaemen dienst
can doen, gelieft liberlijck te comanderen die d'eere heeft van te
sijn & te blijven
brussel Jan BBs de vos",,75864,,,,,3407,205,698,158,200,https://museumstichting.resourcespace.com/iiif/image/49706,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mp2p1
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0202,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0202.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=201&xywh=-1391%2C0%2C10494%2C4670,202,"begaen, alsoo ick: de selve remise met hun genegotieert hebt
1½ uso, p seconde brief, ende den prima op 2 ½ usos bevonden
wort, warende de wissel op 11 pter: 85. pass op 2 usos
a 36:1 a 2 et soo dat hier door soude geprejuditicert sijn,
ten migcbtene 27 p fls waer over ue: den trecker gelieve
te spreken, op dat hij ordoniere a voors celsiens sgne 
traitte te betalen a 1¼ uso gelijck ue die remise
genegotieert halt oft dat hij ue de voors 2 et p pout
sterlin vergoedt, waer mede deeve hebbe van te sijn in
te blijven naer seer minsame groetenisse
gepasseerde over het voorss. sal geirne veraemen",,75864,,,,,1004,1355,2082,232,201,https://museumstichting.resourcespace.com/iiif/image/49707,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mj9kv
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0203,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0203.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=202&xywh=-1391%2C0%2C10494%2C4670,203,"ue: sn daer ontrent doen naer ue goedt tunckn dit sijn de 
het noodige deses, & dat blijven naer onse ordinaire cmplin
met genegintheyer",,75864,,,,,1045,397,730,145,202,https://museumstichting.resourcespace.com/iiif/image/49708,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mdncx
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0205,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0205.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=204&xywh=-1391%2C0%2C10494%2C4670,205,"Turuhoues wed: Eaidius sanen
hebbe nu eenige jaeren ue soone geemployeert tot het besorgen van
tijtien, die mij sacht soo sleght bedient heeft dat de calandisie
van mijne vrinden meerendeels verloren hebbe, ue heeft met hem
i comp. geweest, & sedert sijn alle die clachten gecomen
een van mijne vrinden nieft noch eens eene preuve willen
nemen, op conditie soo die soo sleght sijn ammert nie
beter, als de laeste 100 stucken op 30 sber 173 mij gesonden,
dat hij die voor ue rck: soude cates, daerom is wel
schoon blijes
toe ven het alder beste witste fijnste goedt te senden
ten comt op 8 dagen niet aen, om alles wel te hebben naer
genoegen van de vrinden, soo ue van het alder beste goedt
niet en sont senden sendt geene waer op dul antwoort
at waghtende blijve
60 ¼ grort lost 40 smalle 80 brede",,75864,,,,,1115,1842,1403,186,204,https://museumstichting.resourcespace.com/iiif/image/49710,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m8w9r
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0206,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0206.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=205&xywh=-1391%2C0%2C10494%2C4670,206,&,,75864,,,,,911,215,62,67,205,https://museumstichting.resourcespace.com/iiif/image/49711,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m547k
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0207,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0207.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=206&xywh=-1391%2C0%2C10494%2C4670,207,"sier nu dat sij met die doose gedaen hebben gelijck met mijne
boecken tte sijn desen morgent met de ordineire chicle 
vertroeken, hebbe daer vooren betaelt ƒ 5:14 waer vooren
ue: gedebiteert hebbe
tot mi toe hebbe dhs pract noch niet jesien, comt niet eens ter
borse nochte sondaght op de meer, is soo men seght altijdt
buyten t hebbe sedert dh van can noch gesprosien die ons
iet proces gedient heeft die mij seyde, dat ue contract van
nouwelijck in onse ingesiende stucken niet en is geweest
soo datter geenen middel is om het selve te besomen, als
Cangs den cant van praet selver ick hebbe devoirea genoech
gedaen & hadde wel gewenst ue daer ontrent te connen
voldoen, wil hopen, dat ue langhs den sant van sijn broeder
den canoninck tot iuk hoogh vit sult gerasien &
ick hadde al in afwaghtinge geweest dat u mijne tweck
acceptatien soude don ontfanghen hebben dogh tot nu toe
sijn die noch niet voor den dagh gesonmen, ick wenschte woten
dat u de betalinge geliefde ick te voorderen, sut mij
plaiser doen waer mede naer presentatie van tient
maer ouse gedane ordinairn complimenten blijve",,75864,,,,,1012,2310,1887,227,206,https://museumstichting.resourcespace.com/iiif/image/49712,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m1c5d
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0208,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0208.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=207&xywh=-1391%2C0%2C10494%2C4670,208,"wat detter o6 steert, dat ue aen mij den voors aet naer het redres
noch niet overge sonden hebt wille echter niet deck cas 
eenige sichtens sult souden hebben belet tgeluck van ul
antwoordt, op ontfange deser afwaghtende blijve naer seer
minsame groet clisse",,75864,,,,,1026,644,839,159,207,https://museumstichting.resourcespace.com/iiif/image/49713,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mwm3z
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0209,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0209.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=208&xywh=-1391%2C0%2C10494%2C4670,209,"wordt hadde hem een bagatete willen geven, geloove hij het in dancke
soude aengenomen hebben, als den bode ck betaelt gelieft hen de
stucken vant proces mede te geven, boven al de attestatie van den
pastot ende de wet van swijndrecht waer bij sij verclaeren
dat ick geene veranderinge gedaen hebbe, ontrent het sitten decksel
van myne plaetse in de keresse dan swijndrecht. s. brenght in
reskeninge difterente oncosten gedaen tot restinitie van de 
hellicht tant raport op onse dupplique ue hadde in dien tijde 
leser moeten don betalen, ofte die sotten niet te doen, al patientie
wil hopen, dat soo eenen tuylaert ten minsten sal geluspendeert 
worden, van sijne officie, op dat andere persoonen oock niet de
selbve ofte diergeliecke vlxatien met gepatibuleert en worden
hope oock dat de veratie aen mij gedaen sal blijven slapen,
verniiss voor mij geen reouver soude te vinden sijn, dit sjnde
het noodlge deses & blijve naer ue gewenst te hebben en dit
copende niun ider alle soorten van benedictie des hunneles",,75864,,,,,998,1861,2216,216,208,https://museumstichting.resourcespace.com/iiif/image/49714,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mrv1s
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0210,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0210.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=209&xywh=-1391%2C0%2C10494%2C4670,210,"d
ul doedt seer wel, van tegens den boeckhonder van den hoft cheyse
bont te ageren, tis sesherlijck dat wij al die wils bedrogen worden
de instilutie van den selven boec luydt dat het eenen prister sijn
moedt onder wie den selven moet berutten, & door wil de certificatien
moeten gegeven worden, den procureur vervlassen, soude ue: daer
over ten vollen comen informeren daer is mj desen somede Coocke
nis dat niet te recht en is overcomen, op den hooft theynsboeck
ait trna Maria verbraken getrouwe met Jan  de longe
 den cursten boeck & sterfboeck staedt sij Joanna umaria
erbraken, huysvrouwe van doons de longe, niet tegenstaende
hebben sij te boeck gestelt alle de kinderen van ditto de longe
met anna maria verbratiee, sijnde den naem joanna larda
en alles standt sonder taet oft dato, in den sieresten boeele
H. Bavonis folio sinay, cets mijnen greffier by ue sal comen
can ue: daer over breeder mondeliux spressen, wensche ue
inschelijck x alle seren & benedictien, in dit coopende nieu iaer
met noch veele naer volgende  blijve",,75864,,,,,3523,1932,1428,193,209,https://museumstichting.resourcespace.com/iiif/image/49715,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mn2zm
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0211,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0211.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=210&xywh=-1391%2C0%2C10494%2C4670,211,"en is sedert niet meer omgesien, den pachter uyt het voore maejsie, heeft gewiest
voor ontfange van ubrief & seyde dat hij voorleden vrijdagh soude gecomen hebben
dogh hebbe hem niet voorders vernomen de felle caude die wij hebben doctt
de meuschenrthuys blijven de schelde is soo vol iys, dat se niet passerlijck is
haft gitteren ick ure dast gelegen, de brieveen die cergitteren locten 
vertrecken, hebben perijkel geiloopen van te voormoeten vergaen ut & passaige
wel hondert menschen sijn tot hun hulpe gesomen, door tandden en 
placcken de selve half bevoosen, ontrent de fracne gesalveat. dek. hebbe
voor u ontfangen it naer volgende 
17406 Jan Van Cornelis mortelmans pachter tot bouchoiudt .. ƒ49:-
„ 28:
ditto. Jan Frons: Gevins Clijne pachter tot smmelen
a 66:-
8d. Van pieter seulemans onder borsbiuck 
„ 21:-
d: van Ignatius verbrasken onder swijndrecht
de van Jan Weijgaert den grooten pachter tot omnneleur  „100:-
9dJan e Jacques op us quitantie van ƒ15:- die gekort
.„ 14:16
heeft ½t: voor schouw dagen soo nett of ontfangen 
ƒ
6
272:16:
samen in sourd gelt
us. quitantie van ƒ4:10 op de staten van bratant is niet betaelt om dat il
den humero vergeten hebt op de quitantie te stellen, gelieft mij dan den nemer
toe te senden om de selve te ontfanghen, & sal ue res. vand' gene ontfangen
hebbe, & noch soude connen ontfangen crediteren
terwijlen ue sier mijne genegentheydt om ue dienst te doen, soo versolcke Jan mij
het plaisir te doen, van mijne twee gegevene acceptatien te vernegotieren, dh
greniers sal die voor ue wel laten ontfanghen ick can mijne boecken niet
sluyten, nochte mijne ordinaire bilance trecken voor dat die betalinge
geschiedt is hadde mij connen inbelden, dat ul mijne wissel brieven soo
lanck soude opgehouden hebben, versehere, op dien voldt met soude
gegeven hebben, want dit retardement derengeert mij sterck, biesende 
dan, van niet langer uyt te stellen wilt uk. vrintschap & dieust genieten
soo lst redelijck, dat ue mij ooch emighsints aen mijn versoeck voldoedt,
gelieft mij mede te senden de quitantien van het gene ul voor mij
betaelt hebt om ue daer vvoren de crediteren, & sal dan het netto Jan de
rekeninge aen ue remitteren, & de rek. courant toe senden, om een
eten stuck te maken
Mintte oock de pampieren te hebben Jan de brieven dan mentine 
over het cappen van de boomen tegens de hoove de wolschate, oock den aet
Jan vercoop vende 25 voeden, genaemt het peehelien, liggende over
dander seyde van den lierschen teenwegh die ick vercoght hebt
aen . herremans met fesieren cheyns last aen den costet Jan 
meurtsel, om dat die cheunse van mijnen pachter pieter de ier
weder vraeght, & sonder dien aet en can mij niet vetant oorden mij
den oock vertrouwende op ue goede genegentheyet & reciproquen 
ieutt blijve",,75864,,,,,3484,388,551,146,210,https://museumstichting.resourcespace.com/iiif/image/49716,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mhdrp
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0213,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0213.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=212&xywh=-1391%2C0%2C10494%2C4670,213,"te reserveren, ue can dese 2 requesten laeten op stellen door
persoonen hien dis verstaende, en de soo danighe persoonen
imployeren tot het beoeck als noodigh sal wesen, dienende
dese tot procuratie, & des noodt sijnde sal daer toe andere
passeren waer mede blijve
calfken voor memone
ue soude de 2 requetten comnen opstellen met den procureur
van verlo, ofte wel laten op stallen door eenen advocaet
elles gelijck ul goedt duncken sal, & soo danige conclusien
nemen, als noodigh sal wesen terwijlen ue sulx beter
bekent is, als aen mij
die moet geschieden om de quaede contequentie",,75864,,,,,1004,1401,1872,204,212,https://museumstichting.resourcespace.com/iiif/image/49718,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mcnph
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0214,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0214.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=213&xywh=-1391%2C0%2C10494%2C4670,214,"hadde, hebbe de selve remise, om acceptatie versonden, sien
ut: ingesloten billies, ofte sehelt van een Coterije van £5-
dat lot, de welcke veedts tol geschreven was versoecke van
voor mijne rek. in de selve, ik te coopen, drij loten & de
mineres daer van aen mij te laeten toecoman waer modt
naer seer insame groetansse blijve",,75864,,,,,1017,650,1456,191,213,https://museumstichting.resourcespace.com/iiif/image/49719,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m7wmb
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0215,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0215.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=214&xywh=-1391%2C0%2C10494%2C4670,215,dealese niet tn lan aen endoc dat het 4 de seel,,75864,,,,,1059,187,2213,145,214,https://museumstichting.resourcespace.com/iiif/image/49720,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m44j5
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0216,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0216.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=215&xywh=-1391%2C0%2C10494%2C4670,216,"n'enepesche de faire ce voyage, cependant si  pr vous jugez que 
presence y soit necessaire, & que ie ne disobligerois point mons. de pottere
faire mes remontrance de bouche ayez la bonte & de me le marquer les
& le jour que ie pourrois avoir l'honneur de luy parler a son loisier en
tems, j'ay l'honneur de vous remercier pour tous les peines Boutees
que vous avez eu jugicy a mon egard, &  ie sacheray de le recomp
en tous occasions, estant avec bien de c'ettine & vencratdon 
16 gber 1720
deelen niet en can aennemen, dogh dat het t deel van
velpius waere, soude daer nogh sonnen overstapepen, dit soo
niet tijnde, gelieft mij te ordonneren om die aen ue toe te
senden, ofte aen dh: verdussen te behandigheen de ½ niuwe
deelen sal behouden, mits daer vooren betalende den prijs
gelijck si foix de selve uytlevert boven dien het bindn
cals de niuwe placeaten van vlaenderen uyt gesomen sijn
sullen malhanderen daer over spreken, ue tant woorst
hier op verwaghtende blijve naer groetenisse",,75864,,,,,2203,1042,1941,168,215,https://museumstichting.resourcespace.com/iiif/image/49721,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_m0cg0
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0217,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0217.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=216&xywh=-1391%2C0%2C10494%2C4670,217,"s00 moeten omen goet weet hoo dat alles in deses tijdts coniecture
sigh soeghen sal hebbe gesien in dhollantsche gasetten, dat de
cuytsee comp.  uyt deelen sal voor  verballew 25 sper 1730
dat daer van is, sal bij tijde van ue ver waghten te vernemen,
middeletijdt blijve naer seer miusame groetenisse",,75864,,,,,1022,666,1865,183,216,https://museumstichting.resourcespace.com/iiif/image/49722,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mvmdj
Melijn entry,dctype:PhysicalObject,MOMU_T94_192_0218,https://raw.githubusercontent.com/MoMu-Antwerp/melijn/main/altofiles/T94_192/alto/MOMU_T94_192_0218.xml,https://universalviewer.io/uv.html?manifest=https://museumstichting.resourcespace.com/iiif/11524/manifest#?c=0&m=0&s=0&cv=217&xywh=-1391%2C0%2C10494%2C4670,218,"magh ontfanghen, dan salder noch ontrent een jaer verachtert blijven,
neme de libertijdt van mij bij us: te addresseren, in hope blijvende
dat door e goede sorge voldoeninge sal becomen, mij daer op
betrouwende blijve nmet presentatie Jan dienst",,75864,,,,,1033,472,1655,174,217,https://museumstichting.resourcespace.com/iiif/image/49723,nl,unreviewed,http://data.momu.be/ark:34546/m63xtm_mqvbc
